properties;0
parameters;4;base;zero;neg;pos
0.51;0.71;0.42;-0.40
-0.53;1.35;-0.66;0.56
-0.58;1.06;-0.79;0.56
0.23;0.24;0.34;-0.20
1.84;-0.25;1.21;-1.71
-0.57;1.30;-0.60;0.60
2.08;-0.04;1.18;-1.59
-2.69;-0.89;-3.25;3.45
0.84;0.56;0.95;-0.84
0.21;1.22;0.09;-0.21
0.25;0.88;0.17;-0.26
-1.26;1.76;-1.48;1.09
-0.83;1.65;-0.80;0.69
0.67;0.58;0.53;-0.61
-1.52;0.79;-1.92;1.46
1.33;-1.03;1.00;-1.29
-0.87;0.47;-0.92;0.94
-0.52;-0.18;-0.55;0.54
1.57;0.62;1.30;-1.46
-1.13;2.08;-1.49;1.08
0.67;-0.24;0.44;-0.60
-0.70;-0.52;-0.67;0.77
1.96;0.35;1.72;-1.81
-1.24;0.08;-1.12;1.33
-0.19;0.85;-0.18;0.25
0.33;-0.09;0.26;-0.37
-0.87;0.68;-1.00;0.92
-1.77;0.18;-1.79;1.80
0.88;1.84;0.69;-0.82
0.69;0.84;0.62;-0.67
-0.86;-0.43;-0.80;0.90
-1.11;-0.00;-1.22;1.13
1.52;-0.40;1.83;-1.44
0.28;-0.59;0.41;-0.32
-1.93;-0.37;-2.06;1.86
-0.35;0.56;-0.42;0.40
1.19;-0.89;1.18;-1.25
-1.01;0.54;-0.97;1.07
0.34;-1.51;0.32;-0.31
-0.81;-0.35;-0.78;0.89
-0.97;-0.56;-0.99;1.02
-0.52;0.65;-0.79;0.53
2.20;0.80;1.86;-2.26
0.07;0.53;0.14;-0.08
-1.40;1.02;-1.66;1.40
-0.91;0.07;-0.90;0.92
-1.71;1.83;-1.81;1.70
-1.66;-0.13;-1.85;1.82
-1.22;0.91;-1.53;1.33
0.31;1.68;0.26;-0.32
-1.14;0.10;-1.51;1.17
-0.14;-0.12;-0.18;0.15
-0.83;0.19;-0.85;0.85
0.20;-0.99;0.15;-0.20
0.74;-0.91;0.63;-0.74
0.34;1.27;0.29;-0.35
0.11;-0.36;0.10;-0.14
0.15;-0.51;0.14;-0.15
1.22;-0.12;1.04;-1.34
-1.27;-0.42;-1.32;1.27
-0.85;-0.75;-0.95;0.92
-0.68;1.11;-0.72;0.64
1.11;-0.01;1.18;-1.13
-0.86;-0.19;-0.82;0.98
-0.07;1.47;0.05;0.07
-1.12;-0.75;-1.31;1.06
0.59;-0.27;0.46;-0.51
-0.07;0.98;-0.25;0.08
-1.30;0.05;-1.28;1.29
-0.08;-0.78;0.02;0.07
0.44;-0.21;0.43;-0.42
0.82;-0.25;0.98;-0.80
0.18;-0.12;0.10;-0.20
0.26;2.24;0.16;-0.31
0.97;-0.12;1.06;-1.00
-0.12;-0.42;-0.08;0.23
-2.16;0.47;-2.21;2.24
-0.73;1.31;-0.76;0.82
2.14;0.68;1.62;-1.83
0.38;-0.56;0.42;-0.34
-0.48;1.19;-0.67;0.52
1.23;-0.15;1.39;-1.31
0.82;1.55;0.67;-0.76
-0.72;-1.08;-0.77;0.78
-0.54;-1.63;-0.41;0.56
1.07;1.81;1.04;-1.03
-0.34;-1.16;-0.31;0.38
-0.20;-0.51;-0.25;0.26
2.28;-0.00;1.69;-1.90
0.20;0.02;-0.00;-0.20
0.34;1.01;0.37;-0.34
0.46;-0.05;0.32;-0.39
-0.57;-1.43;-0.60;0.60
0.66;-0.25;0.81;-0.58
-0.24;0.07;-0.34;0.27
0.60;-0.06;0.62;-0.59
-2.04;0.48;-1.40;1.76
-0.21;-0.09;0.03;0.25
-0.40;-1.52;-0.36;0.42
0.84;-0.46;0.57;-0.81
-0.07;-0.53;-0.20;0.10
-0.76;-0.58;-0.86;0.80
1.38;-0.72;1.40;-1.30
-0.03;-1.28;0.09;-0.05
-0.49;0.26;-0.51;0.51
-0.44;0.54;-0.37;0.41
-0.40;-0.05;-0.42;0.42
2.20;-0.92;2.84;-2.85
-0.08;0.46;-0.12;0.10
-0.72;-0.08;-0.71;0.71
-0.13;1.60;-0.23;0.15
0.54;-0.99;0.42;-0.56
0.97;-0.12;1.07;-1.08
-0.63;0.06;-0.69;0.63
-0.40;2.22;-0.44;0.40
-0.55;-0.97;-0.81;0.57
0.87;-0.02;0.93;-0.78
0.02;0.63;-0.15;-0.04
-0.59;0.40;-0.66;0.61
-0.99;0.94;-0.90;1.01
0.12;-0.13;0.12;-0.14
-0.07;-2.05;-0.03;0.06
0.38;1.32;0.32;-0.36
-0.96;0.46;-1.02;1.03
0.14;0.80;0.21;-0.14
-0.20;1.79;-0.25;0.23
0.52;-0.65;0.48;-0.50
1.87;-0.12;1.92;-1.43
-0.50;0.28;-0.59;0.53
0.39;-1.17;0.42;-0.36
0.54;-0.52;0.44;-0.53
-0.18;-0.13;-0.19;0.17
-0.10;0.47;-0.21;0.13
-0.22;0.46;-0.26;0.27
0.41;0.75;0.36;-0.40
-0.57;0.96;-0.59;0.58
-0.67;2.06;-0.68;0.61
-0.39;0.98;-0.23;0.39
-2.48;-1.51;-2.02;2.01
1.10;0.52;1.34;-1.14
1.07;0.05;1.07;-0.97
-0.05;-0.37;-0.16;0.06
3.02;0.38;3.19;-2.94
1.02;-0.91;1.00;-0.93
0.02;2.15;0.11;-0.05
0.04;-0.27;-0.02;-0.08
1.05;-0.15;1.00;-0.96
2.00;0.41;1.47;-1.79
0.73;-0.71;0.68;-0.68
0.11;-0.55;-0.06;-0.08
-1.50;0.73;-1.75;1.51
0.41;0.14;0.31;-0.35
-0.21;-0.73;-0.22;0.27
-0.30;-3.08;-0.43;0.30
2.04;0.65;1.61;-1.88
-1.07;1.20;-1.04;1.15
1.17;-1.31;1.17;-1.27
1.35;-0.64;1.24;-1.35
0.93;-1.43;0.81;-0.83
0.13;0.16;0.09;-0.10
-0.15;-0.22;-0.33;0.14
-0.68;0.50;-0.70;0.70
-0.14;0.97;-0.20;0.16
1.21;-1.32;1.02;-1.24
-0.81;0.72;-0.80;0.77
-0.04;1.66;-0.19;0.04
-1.00;1.42;-0.90;1.13
-0.73;-0.37;-0.75;0.73
0.33;0.27;0.17;-0.29
0.88;-0.24;0.88;-0.85
0.10;-1.45;-0.02;-0.08
0.26;0.32;0.45;-0.23
-1.21;0.52;-1.25;1.28
-0.32;0.11;-0.35;0.34
1.37;-2.27;1.63;-1.19
0.99;-0.35;0.89;-0.91
0.09;0.08;-0.22;-0.09
-0.87;1.22;-0.89;0.89
-0.69;-0.53;-0.77;0.67
0.85;0.05;0.86;-0.72
0.19;0.19;0.26;-0.21
1.13;1.70;1.22;-1.10
-0.49;0.19;-0.64;0.55
-0.92;-1.42;-1.24;0.95
0.15;-0.35;0.38;-0.14
1.45;0.57;0.96;-1.35
-1.52;0.53;-1.67;1.50
-0.25;-0.80;-0.53;0.31
-1.78;-0.52;-1.72;1.96
0.69;0.97;0.51;-0.59
-0.04;0.17;-0.03;0.04
0.70;0.83;0.95;-0.65
-0.46;1.03;-0.55;0.51
-0.21;-0.01;-0.29;0.26
0.38;2.51;0.23;-0.35
-1.26;1.26;-1.40;1.19
-0.48;2.75;-0.64;0.45
0.52;0.17;0.43;-0.59
-0.40;0.52;-0.38;0.40
-1.33;-1.34;-2.05;1.42
0.98;0.67;1.13;-1.11
-0.08;-0.55;-0.32;0.13
0.79;-0.35;0.67;-0.78
-0.39;-0.92;-0.54;0.36
0.02;-1.31;0.14;-0.06
0.21;1.18;0.22;-0.13
-0.59;1.50;-0.59;0.63
1.48;1.53;1.29;-1.35
-0.69;-0.58;-0.95;0.76
1.03;-0.57;1.20;-0.94
1.06;0.98;1.14;-1.22
0.49;-1.46;0.38;-0.47
0.46;0.32;0.33;-0.45
-0.98;1.35;-0.97;1.06
0.25;1.75;0.21;-0.23
-0.73;0.50;-0.64;0.77
-0.96;-0.01;-1.09;1.04
0.32;0.11;0.28;-0.30
1.37;-0.24;1.45;-1.15
-0.33;1.55;-0.40;0.37
1.06;-0.69;1.27;-1.26
-0.77;-0.17;-0.73;0.82
2.22;-0.28;1.90;-2.34
-1.97;0.18;-2.38;2.02
-0.59;0.75;-0.79;0.64
1.02;2.18;0.82;-1.07
0.51;-1.93;0.45;-0.51
-0.94;0.54;-0.94;1.01
1.95;0.44;1.38;-1.77
2.07;-0.62;1.96;-2.05
0.79;0.25;0.67;-0.78
0.25;1.37;0.13;-0.21
2.00;-0.86;1.87;-1.64
-0.67;0.99;-0.65;0.67
-2.53;-0.89;-2.19;2.70
-0.30;0.56;-0.41;0.38
0.10;-1.74;0.27;-0.09
-0.64;1.11;-0.65;0.67
0.60;-0.70;0.41;-0.55
0.82;-2.27;0.63;-0.79
-0.33;0.99;-0.36;0.36
-0.36;-1.45;-0.61;0.46
-0.52;2.26;-0.53;0.56
-0.55;-1.73;-0.69;0.55
-0.24;1.85;-0.31;0.29
-1.31;-0.02;-1.36;1.38
0.22;0.58;0.24;-0.25
0.55;-0.39;0.45;-0.50
0.73;-0.70;0.55;-0.67
-0.41;0.30;-0.60;0.44
2.45;0.54;2.24;-2.15
0.11;0.63;0.07;-0.09
0.52;2.36;0.51;-0.53
0.18;0.13;0.07;-0.20
0.27;0.18;0.26;-0.23
1.05;0.29;0.94;-1.01
0.33;-0.67;0.15;-0.31
0.94;-0.62;0.73;-0.92
-1.35;0.40;-1.34;1.34
-0.11;-1.20;-0.29;0.11
0.03;0.16;0.08;-0.05
-2.01;-1.20;-2.06;1.88
-1.61;0.53;-1.56;1.59
-0.60;-0.33;-0.72;0.58
1.54;2.01;1.41;-1.46
1.56;0.52;1.30;-1.44
-1.93;0.48;-2.10;1.95
0.04;1.70;-0.04;-0.08
0.82;0.89;0.91;-0.74
2.50;1.00;1.96;-2.44
1.83;-0.55;3.26;-1.78
-0.42;-1.55;-0.59;0.47
-0.63;-0.47;-0.73;0.69
0.76;-1.32;0.53;-0.71
0.65;-0.28;0.45;-0.56
0.11;0.41;0.09;-0.10
0.87;0.44;0.77;-0.70
-1.11;0.16;-1.29;1.11
0.21;-0.44;0.30;-0.22
-1.82;-0.07;-2.21;2.14
1.49;1.20;1.32;-1.41
-1.19;-0.23;-1.33;1.22
1.02;-0.20;0.90;-0.89
0.42;0.49;0.32;-0.38
-0.47;-0.24;-0.61;0.48
0.72;-0.79;0.58;-0.62
0.94;-0.42;1.11;-0.86
1.61;1.01;1.30;-1.44
-1.30;1.41;-1.42;1.32
0.26;-0.74;0.26;-0.27
-1.93;0.10;-1.87;2.32
1.04;0.88;0.83;-0.93
-0.57;-0.21;-0.64;0.56
1.55;0.34;1.63;-1.31
-0.28;0.78;-0.40;0.30
-1.58;-1.23;-1.38;1.56
1.03;1.58;0.86;-0.84
-0.07;1.14;-0.13;0.05
-0.50;1.57;-0.64;0.54
0.51;-1.19;0.32;-0.37
0.81;-0.51;0.63;-0.80
1.00;0.27;1.07;-0.94
0.02;-0.52;-0.18;-0.03
0.26;-1.14;0.31;-0.22
-0.23;0.02;-0.33;0.27
0.70;0.31;0.47;-0.64
-1.17;-0.73;-1.11;1.24
-0.09;0.21;-0.18;0.10
-1.46;1.74;-1.63;1.57
1.38;1.58;1.11;-1.34
-0.64;-2.51;-0.53;0.59
-1.20;-0.78;-1.13;1.17
1.04;-1.28;1.13;-1.02
-0.91;-1.19;-0.71;1.04
0.36;-0.72;0.28;-0.33
0.53;-0.23;0.50;-0.47
-1.93;1.51;-2.15;2.19
1.57;0.13;1.66;-1.52
-0.05;2.50;-0.15;0.01
-0.16;0.02;-0.23;0.17
0.41;-1.12;0.39;-0.37
-0.45;-0.26;-0.63;0.45
0.79;-0.72;0.60;-0.77
-1.73;-0.60;-1.94;1.72
0.03;-0.35;0.14;-0.03
-1.37;-1.21;-1.44;1.36
0.28;0.27;0.17;-0.31
-0.84;1.07;-0.69;0.87
-0.03;0.09;-0.14;-0.03
1.30;0.29;1.03;-1.21
-0.79;-0.24;-0.86;0.85
-0.99;-0.60;-0.81;1.04
1.13;-0.17;1.03;-1.17
-0.59;0.93;-0.65;0.56
0.41;-0.56;0.17;-0.38
0.06;1.83;-0.09;-0.07
0.99;-1.11;0.82;-0.90
2.10;-1.92;3.13;-2.02
-1.64;-0.41;-1.51;1.72
-0.28;0.54;-0.47;0.33
1.70;-1.40;1.37;-1.73
-1.06;-0.71;-1.46;1.08
0.50;-0.88;0.99;-0.48
-0.32;1.46;-0.54;0.36
-0.27;0.88;-0.28;0.30
