properties;0
parameters;5;major;minor;diag;len;surf
1.60;0.10;1.60;3.38;0.15
2.48;2.48;2.48;7.78;4.81
3.00;3.00;3.00;9.42;7.06
4.42;4.42;4.42;13.89;15.36
3.72;3.72;3.72;11.68;10.86
3.95;3.95;3.95;12.42;12.28
4.53;3.14;7.15;22.45;31.99
1.79;1.79;1.79;5.62;2.51
2.37;2.37;2.37;7.44;4.40
0.67;2.72;2.80;6.79;1.83
1.31;3.95;4.16;10.52;5.17
1.26;2.97;3.22;8.46;3.74
1.56;1.56;1.56;4.91;1.92
4.16;0.26;4.17;8.86;1.09
1.67;0.02;1.67;3.37;0.03
0.65;0.65;0.65;2.05;0.34
4.49;4.49;4.49;14.10;15.81
1.94;4.82;5.19;13.52;9.36
0.54;1.85;1.93;4.77;0.99
0.56;4.29;4.33;9.71;2.41
3.60;3.60;3.60;11.31;10.18
3.01;3.01;3.01;9.45;7.11
3.88;3.88;3.88;12.18;11.81
2.74;0.12;2.74;5.72;0.34
0.41;3.87;3.89;8.56;1.58
4.14;4.14;4.14;13.00;13.44
0.95;4.61;4.71;11.12;4.37
0.95;2.46;2.63;6.81;2.33
3.91;2.72;7.29;22.92;41.32
3.36;3.36;3.36;10.57;8.89
2.68;1.86;4.54;14.25;14.84
3.51;3.51;3.51;11.03;9.69
4.89;3.39;8.00;25.13;43.69
1.90;1.90;1.90;5.98;2.85
0.34;0.73;0.81;2.16;0.25
2.37;0.16;2.38;5.07;0.38
3.83;0.20;3.84;8.06;0.76
1.00;3.40;3.54;8.80;3.41
0.50;2.61;2.66;6.23;1.30
4.79;0.66;4.84;10.90;3.14
2.39;2.39;2.39;7.52;4.49
0.58;2.91;2.97;6.97;1.68
1.16;1.16;1.16;3.63;1.05
1.29;3.14;3.40;8.86;4.05
4.07;4.07;4.07;12.79;13.03
1.56;1.56;1.56;4.90;1.91
4.82;3.34;8.03;25.24;45.57
4.42;3.07;7.89;24.78;47.23
1.41;2.94;3.25;8.68;4.13
1.36;4.84;5.03;12.40;6.58
2.88;2.00;4.80;15.08;16.24
3.03;3.03;3.03;9.52;7.21
1.31;0.91;2.16;6.78;3.25
3.04;2.11;5.49;17.24;23.02
4.28;2.97;7.85;24.66;47.52
2.51;4.85;5.46;14.72;12.17
4.33;3.01;6.91;21.69;30.65
1.43;1.43;1.43;4.50;1.61
2.56;2.56;2.56;8.06;5.16
4.80;3.33;7.67;24.09;38.07
4.17;4.17;4.17;13.10;13.66
1.03;4.91;5.02;11.88;5.05
1.88;1.88;1.88;5.90;2.77
4.17;2.90;7.32;22.98;40.07
0.74;3.90;3.97;9.29;2.90
2.46;2.46;2.46;7.73;4.76
4.50;3.12;7.19;22.58;33.32
0.66;0.66;0.66;2.09;0.35
4.34;4.34;4.34;13.64;14.80
4.02;4.02;4.02;12.63;12.69
0.08;4.00;4.00;8.16;0.33
0.72;2.80;2.89;7.04;2.01
2.57;2.57;2.57;8.07;5.18
4.48;3.11;7.58;23.82;41.37
1.12;3.13;3.32;8.49;3.49
2.15;2.15;2.15;6.74;3.62
1.85;4.84;5.18;13.39;8.95
3.53;2.45;5.65;17.75;20.80
0.00;1.58;1.58;3.15;0.00
2.03;4.61;5.04;13.28;9.36
0.77;1.45;1.64;4.44;1.12
2.09;4.18;4.68;12.55;8.75
1.96;1.96;1.96;6.16;3.02
2.38;4.71;5.28;14.18;11.21
3.15;3.15;3.15;9.88;7.77
0.43;4.24;4.26;9.33;1.82
1.53;1.53;1.53;4.80;1.83
1.65;3.07;3.48;9.44;5.06
3.91;3.91;3.91;12.29;12.03
1.60;4.11;4.41;11.41;6.57
1.37;3.43;3.69;9.59;4.69
1.09;3.24;3.41;8.65;3.51
1.87;1.87;1.87;5.88;2.75
3.58;3.58;3.58;11.24;10.05
3.53;2.45;5.82;18.29;23.51
1.35;4.53;4.73;11.77;6.13
0.83;3.43;3.53;8.52;2.84
1.34;0.93;2.20;6.90;3.32
2.84;2.84;2.84;8.92;6.33
3.61;0.14;3.61;7.49;0.50
0.19;0.58;0.61;1.55;0.11
0.44;3.14;3.17;7.16;1.38
0.69;4.99;5.04;11.36;3.44
1.09;4.17;4.31;10.53;4.56
0.52;2.61;2.66;6.27;1.36
2.75;2.75;2.75;8.64;5.94
3.40;3.40;3.40;10.68;9.07
3.44;3.44;3.44;10.80;9.28
0.03;0.48;0.48;1.01;0.01
2.52;2.52;2.52;7.91;4.97
3.81;0.00;3.81;7.64;0.01
0.18;3.03;3.04;6.43;0.55
0.32;2.16;2.19;4.97;0.70
0.96;2.99;3.14;7.89;2.86
2.28;2.28;2.28;7.18;4.10
3.45;3.45;3.45;10.84;9.36
3.63;3.63;3.63;11.40;10.34
3.68;3.68;3.68;11.56;10.63
4.23;4.23;4.23;13.30;14.08
2.07;2.07;2.07;6.49;3.35
4.51;4.51;4.51;14.16;15.96
1.38;1.38;1.38;4.34;1.50
3.78;3.78;3.78;11.89;11.25
4.37;4.37;4.37;13.72;14.97
3.15;3.15;3.15;9.90;7.80
3.37;3.37;3.37;10.58;8.91
2.51;1.74;4.47;14.04;15.14
3.95;3.95;3.95;12.42;12.27
3.06;3.06;3.06;9.63;7.37
2.31;2.31;2.31;7.25;4.18
3.29;3.29;3.29;10.35;8.52
0.60;1.47;1.59;4.15;0.89
4.14;0.28;4.15;8.84;1.16
0.52;1.55;1.64;4.14;0.80
0.62;3.31;3.37;7.85;2.04
3.35;3.35;3.35;10.52;8.81
1.89;1.89;1.89;5.92;2.79
4.64;3.22;8.45;26.55;54.91
1.39;2.67;3.01;8.12;3.71
3.69;3.69;3.69;11.61;10.72
4.08;2.83;7.50;23.57;43.46
2.36;2.36;2.36;7.41;4.37
1.69;1.69;1.69;5.31;2.25
1.77;3.84;4.23;11.22;6.79
1.48;1.48;1.48;4.64;1.71
1.84;0.05;1.84;3.78;0.10
4.89;3.39;8.28;26.02;49.51
2.15;2.15;2.15;6.76;3.64
3.72;3.72;3.72;11.68;10.85
1.07;4.87;4.99;11.89;5.23
1.10;2.24;2.49;6.68;2.47
4.41;3.06;7.33;23.04;37.77
2.41;2.41;2.41;7.56;4.55
1.76;1.76;1.76;5.52;2.43
1.74;4.65;4.96;12.77;8.08
2.33;1.61;3.69;11.59;8.63
1.27;4.04;4.24;10.62;5.13
0.65;2.59;2.67;6.49;1.69
4.03;2.80;7.30;22.94;40.83
3.80;3.80;3.80;11.94;11.35
0.25;1.98;1.99;4.45;0.49
4.92;4.92;4.92;15.46;19.01
4.89;4.89;4.89;15.38;18.82
4.88;0.13;4.88;10.03;0.65
3.67;3.67;3.67;11.54;10.59
2.30;2.30;2.30;7.24;4.17
3.62;0.01;3.62;7.26;0.05
4.91;4.91;4.91;15.42;18.91
4.29;2.97;7.47;23.48;41.63
0.31;0.31;0.31;0.97;0.07
2.00;2.00;2.00;6.28;3.14
3.24;3.24;3.24;10.18;8.25
3.22;2.23;5.91;18.56;26.94
2.23;4.30;4.84;13.05;9.58
2.59;2.59;2.59;8.15;5.28
2.81;2.81;2.81;8.83;6.21
2.24;2.24;2.24;7.04;3.94
3.92;3.92;3.92;12.31;12.06
1.13;2.55;2.79;7.36;2.88
2.15;2.15;2.15;6.74;3.61
1.22;0.85;2.23;7.01;3.82
2.33;0.29;2.35;5.24;0.68
4.21;4.21;4.21;13.22;13.91
1.68;1.68;1.68;5.27;2.21
2.79;0.27;2.80;6.11;0.74
3.34;3.34;3.34;10.51;8.78
3.07;0.38;3.10;6.90;1.15
1.69;1.69;1.69;5.31;2.24
4.18;2.90;6.59;20.70;27.08
3.16;3.16;3.16;9.93;7.85
1.57;1.57;1.57;4.94;1.94
2.98;2.98;2.98;9.35;6.95
0.24;2.24;2.25;4.96;0.53
1.04;0.72;1.92;6.03;2.85
1.09;3.90;4.05;9.99;4.27
4.80;4.80;4.80;15.10;18.13
1.52;4.53;4.78;12.11;6.90
0.45;2.07;2.11;5.03;0.93
3.04;0.35;3.06;6.78;1.07
2.84;1.97;4.93;15.48;18.02
0.98;1.87;2.11;5.70;1.83
4.78;3.32;8.32;26.13;51.40
0.75;2.10;2.23;5.71;1.58
2.32;2.32;2.32;7.28;4.22
4.59;4.59;4.59;14.41;16.52
2.38;4.92;5.47;14.60;11.71
0.57;3.90;3.94;8.94;2.21
3.49;3.49;3.49;10.97;9.57
0.62;3.98;4.03;9.20;2.47
4.00;4.00;4.00;12.57;12.57
4.96;3.44;9.04;28.40;62.84
3.55;2.46;6.36;19.98;30.81
4.83;0.08;4.83;9.82;0.38
1.02;3.47;3.62;8.99;3.55
3.26;3.26;3.26;10.24;8.34
3.79;3.79;3.79;11.91;11.28
0.99;0.99;0.99;3.11;0.77
1.45;2.70;3.07;8.31;3.92
2.40;2.40;2.40;7.53;4.52
0.39;1.54;1.59;3.86;0.60
0.74;0.74;0.74;2.32;0.43
0.85;0.85;0.85;2.67;0.57
1.27;1.27;1.27;3.98;1.26
4.29;4.29;4.29;13.48;14.47
1.92;4.12;4.54;12.07;7.89
0.36;3.32;3.34;7.37;1.20
2.32;2.32;2.32;7.27;4.21
2.68;2.68;2.68;8.41;5.63
3.95;3.95;3.95;12.40;12.24
4.84;4.84;4.84;15.21;18.41
3.17;2.20;5.61;17.61;23.73
0.86;2.95;3.08;7.64;2.55
2.47;2.47;2.47;7.75;4.78
1.05;1.05;1.05;3.29;0.86
1.36;3.21;3.49;9.14;4.36
3.24;3.24;3.24;10.19;8.27
0.58;4.12;4.16;9.39;2.38
0.20;3.59;3.59;7.58;0.72
0.03;3.20;3.20;6.48;0.11
2.69;2.69;2.69;8.46;5.69
4.95;4.95;4.95;15.56;19.26
2.76;1.92;4.73;14.86;16.37
0.70;2.62;2.72;6.65;1.84
4.42;4.42;4.42;13.88;15.33
2.73;1.90;5.07;15.92;19.89
1.69;1.69;1.69;5.32;2.25
2.27;1.58;3.79;11.90;10.12
1.03;1.03;1.03;3.25;0.84
3.53;3.53;3.53;11.08;9.77
0.80;0.55;1.45;4.56;1.62
2.16;2.16;2.16;6.80;3.67
3.70;3.70;3.70;11.62;10.75
3.64;3.64;3.64;11.42;10.39
4.18;4.18;4.18;13.13;13.72
2.78;0.30;2.80;6.16;0.82
2.24;2.24;2.24;7.03;3.93
1.65;1.65;1.65;5.19;2.14
3.57;2.48;6.05;19.02;26.49
2.97;2.97;2.97;9.34;6.95
4.23;2.93;7.70;24.19;45.54
3.99;3.99;3.99;12.54;12.51
0.75;0.52;1.27;3.98;1.16
1.42;4.81;5.01;12.45;6.81
1.10;0.04;1.10;2.27;0.04
3.55;3.55;3.55;11.16;9.91
1.73;4.47;4.79;12.39;7.72
2.20;2.20;2.20;6.92;3.81
4.63;4.63;4.63;14.54;16.82
2.86;2.86;2.86;8.98;6.42
4.41;0.60;4.45;10.00;2.62
2.68;2.68;2.68;8.41;5.63
4.00;4.00;4.00;12.55;12.54
1.40;1.40;1.40;4.41;1.55
2.95;2.95;2.95;9.28;6.85
4.10;0.39;4.12;8.99;1.60
0.67;4.54;4.59;10.42;3.04
0.04;1.76;1.76;3.58;0.06
1.52;0.03;1.52;3.11;0.05
4.62;4.62;4.62;14.53;16.80
0.01;1.74;1.74;3.49;0.01
2.76;1.91;4.50;14.15;13.83
4.35;3.02;7.14;22.44;35.04
0.57;1.47;1.58;4.07;0.83
4.53;4.53;4.53;14.24;16.13
2.78;2.78;2.78;8.72;6.05
4.86;3.37;8.87;27.87;60.55
3.77;3.77;3.77;11.85;11.18
3.01;3.01;3.01;9.46;7.13
0.72;4.21;4.28;9.87;3.03
2.22;0.04;2.22;4.52;0.09
0.38;0.38;0.38;1.20;0.11
2.31;2.31;2.31;7.25;4.19
3.70;3.70;3.70;11.63;10.77
1.70;4.40;4.72;12.21;7.49
4.39;3.04;7.43;23.33;39.79
1.70;0.11;1.70;3.61;0.18
2.36;4.55;5.13;13.83;10.75
3.40;3.40;3.40;10.68;9.08
1.65;4.58;4.87;12.47;7.57
3.62;2.51;6.57;20.63;33.07
4.76;4.76;4.76;14.97;17.82
2.68;2.68;2.68;8.40;5.62
1.39;4.10;4.33;10.98;5.71
1.04;4.71;4.82;11.51;4.92
0.89;0.89;0.89;2.81;0.63
4.41;0.26;4.42;9.35;1.16
0.40;4.41;4.43;9.62;1.74
2.53;2.53;2.53;7.96;5.04
2.02;1.40;3.55;11.15;9.45
2.42;4.54;5.14;13.92;10.99
1.37;1.37;1.37;4.29;1.47
2.06;4.16;4.64;12.45;8.58
1.41;1.41;1.41;4.42;1.56
1.93;3.81;4.27;11.48;7.34
1.94;1.94;1.94;6.09;2.95
2.10;2.10;2.10;6.61;3.47
0.02;3.66;3.66;7.35;0.06
1.05;1.05;1.05;3.30;0.87
0.33;4.17;4.19;9.02;1.40
3.70;3.70;3.70;11.61;10.73
4.75;3.29;7.94;24.94;44.66
4.09;2.84;6.54;20.55;27.74
1.05;4.37;4.49;10.84;4.60
3.98;3.98;3.98;12.50;12.44
1.43;4.91;5.12;12.68;7.01
3.77;3.77;3.77;11.84;11.15
1.82;3.66;4.09;10.96;6.67
0.73;4.54;4.60;10.54;3.31
2.84;2.84;2.84;8.91;6.32
0.82;1.91;2.08;5.46;1.57
4.10;4.10;4.10;12.88;13.21
4.64;0.25;4.64;9.77;1.16
4.36;4.36;4.36;13.70;14.94
2.87;2.87;2.87;9.02;6.47
4.58;0.60;4.62;10.36;2.76
4.71;4.71;4.71;14.81;17.45
2.11;1.46;3.92;12.30;11.89
3.73;2.59;6.16;19.36;26.45
1.53;3.57;3.88;10.20;5.47
2.61;2.61;2.61;8.20;5.35
3.46;2.40;6.41;20.15;31.86
4.22;4.22;4.22;13.27;14.01
3.76;2.61;6.89;21.66;36.64
0.63;3.61;3.67;8.49;2.28
0.54;3.24;3.28;7.55;1.75
1.86;1.86;1.86;5.83;2.70
1.49;1.04;2.71;8.52;5.65
1.45;1.45;1.45;4.57;1.66
3.67;3.67;3.67;11.52;10.56
3.76;2.61;6.04;18.98;23.90
2.53;2.53;2.53;7.93;5.01
4.89;3.39;7.95;24.97;42.47
1.30;1.30;1.30;4.09;1.33
0.80;3.05;3.16;7.71;2.44
3.76;3.76;3.76;11.81;11.11
3.21;3.21;3.21;10.10;8.11
